Vegobjekt_540_id,Art,årstid,lysforhold,"ÅDT, total_avg",Vegobjekt_540_lengde_avg,UTM_nord_int_avg,UTM33_øst_int_avg,antall_kollisjoner,frekvens,årsrisiko,samanlikning_yrke
1024046937.0,Rådyr,haust,Skumring,1200,5986,7025764,261086,2,0.0009153778908778016,0.13730668363167026,>5x høgare risiko enn høgrisikoyrke
1024045604.0,Rådyr,haust,Natt,1440,5634,7083023,240583,3,0.001215710874776917,0.18235663121653756,>5x høgare risiko enn høgrisikoyrke
1024045748.0,Rådyr,haust,Natt,2040,11101,7082325,248814,2,0.0002903528592969643,0.043552928894544644,>2x høgare risiko enn høgrisikoyrke
1024046277.0,Hjort,haust,Skumring,1500,13301,7038623,200394,4,0.0006591326432351878,0.09886989648527816,>2x høgare risiko enn høgrisikoyrke
1024046346.0,Rådyr,haust,Skumring,4100,2136,7080886,241352,2,0.0007508155734166238,0.11262233601249357,>5x høgare risiko enn høgrisikoyrke
1024045860.0,Rådyr,haust,Skumring,400,10604,7069440,201372,2,0.001550203335004108,0.2325305002506162,>10x høgare risiko enn høgrisikoyrke
1024046640.0,Rådyr,haust,Natt,1800,6784,6997992,232678,2,0.0005384681657620401,0.08077022486430602,>2x høgare risiko enn høgrisikoyrke
1022805738.0,Hjort,haust,Natt,1700,13680,7018961,176752,4,0.0005654749282553685,0.08482123923830527,>2x høgare risiko enn høgrisikoyrke
1022805916.0,Hjort,haust,Skumring,1660,9285,7021691,190374,2,0.0004266073966790214,0.06399110950185322,>2x høgare risiko enn høgrisikoyrke
1022805477.0,Hjort,haust,Natt,1700,3174,7017984,175000,2,0.0012186038151438942,0.18279057227158413,>5x høgare risiko enn høgrisikoyrke
1024046652.0,Rådyr,haust,Natt,280,5291,7094965,330765,2,0.004438360602744164,0.6657540904116246,>10x høgare risiko enn høgrisikoyrke
1024046631.0,Rådyr,haust,Skumring,700,17819,7147962,315594,2,0.0005271533969160867,0.07907300953741302,>2x høgare risiko enn høgrisikoyrke
1024046131.0,Rådyr,haust,Natt,1500,4662,7053118,248102,2,0.0009402749128776527,0.14104123693164788,>5x høgare risiko enn høgrisikoyrke
1024046011.0,Rådyr,haust,Skumring,2300,7350,7196545,330778,2,0.0003889584422214389,0.058343766333215835,>2x høgare risiko enn høgrisikoyrke
1024045527.0,Rådyr,haust,Natt,1970,8511,7033426,243033,2,0.0003921674647233723,0.058825119708505846,>2x høgare risiko enn høgrisikoyrke
1024046633.0,Rådyr,haust,Skumring,1070,1399,7079866,244350,2,0.004392551733049257,0.6588827599573887,>10x høgare risiko enn høgrisikoyrke
1024046353.0,Rådyr,haust,Natt,1200,13696,7008585,219546,2,0.0004000768147484317,0.06001152221226476,>2x høgare risiko enn høgrisikoyrke
1024047044.0,Elg,haust,Skumring,3800,3671,7110520,328487,2,0.00047135747220414806,0.0707036208306222,>2x høgare risiko enn høgrisikoyrke
1024046419.0,Rådyr,haust,Dag,4160,6814,7044886,262434,2,0.00023196524356505218,0.03479478653475783,1-2x høgare risiko enn høyrisikoyrke
1024046292.0,Rådyr,haust,Dag,2310,6616,7127748,316392,2,0.00043024011485690104,0.06453601722853515,>2x høgare risiko enn høgrisikoyrke
1024045635.0,Hjort,haust,Skumring,500,60514,7056861,203757,2,0.00021731640498904136,0.032597460748356205,1-2x høgare risiko enn høyrisikoyrke
1024046277.0,Rådyr,sommar,Skumring,1500,13301,7035074,201041,4,0.0006591326432351878,0.09886989648527816,>2x høgare risiko enn høgrisikoyrke
1024045886.0,Rådyr,sommar,Skumring,1300,6690,7051368,254103,2,0.0007560471962462257,0.11340707943693386,>5x høgare risiko enn høgrisikoyrke
1024045652.0,Rådyr,sommar,Natt,349,14238,7158686,299005,3,0.0019848844105044647,0.2977326615756697,>10x høgare risiko enn høgrisikoyrke
1024046011.0,Rådyr,sommar,Dag,2300,7350,7196529,329518,3,0.0005834376633321583,0.08751564949982375,>2x høgare risiko enn høgrisikoyrke
1024046631.0,Elg,sommar,Skumring,700,17819,7145984,317514,2,0.0005271533969160867,0.07907300953741302,>2x høgare risiko enn høgrisikoyrke
1024046398.0,Rådyr,sommar,Skumring,2080,5404,7068462,195364,2,0.0005849782271103869,0.08774673406655804,>2x høgare risiko enn høgrisikoyrke
1024046433.0,Rådyr,sommar,Skumring,500,30115,7116943,349158,2,0.00043668221588931926,0.0655023323833979,>2x høgare risiko enn høgrisikoyrke
1024045703.0,Elg,sommar,Skumring,418,55635,7151982,420849,2,0.0002827443941373445,0.04241165912060167,>2x høgare risiko enn høgrisikoyrke
1024045611.0,Rådyr,sommar,Dag,800,4754,7060126,210752,3,0.002593346050333965,0.3890019075500948,>10x høgare risiko enn høgrisikoyrke
1024046114.0,Rådyr,sommar,Skumring,735,13592,7107264,315226,2,0.0006581845328938416,0.09872767993407625,>2x høgare risiko enn høgrisikoyrke
1024045832.0,Rådyr,sommar,Skumring,4190,6387,7037354,297736,2,0.00024570129083626476,0.036855193625439715,1-2x høgare risiko enn høyrisikoyrke
1024046283.0,Hjort,sommar,Skumring,2200,6262,7060413,204686,2,0.0004772903273535484,0.07159354910303226,>2x høgare risiko enn høgrisikoyrke
1024045630.0,Rådyr,sommar,Skumring,461,13700,7076840,273854,2,0.0010411106394783516,0.15616659592175275,>5x høgare risiko enn høgrisikoyrke
